"xxpred","yypred"
-58.6879653847048,0.001767809783926
-56.749227796934,0.0017716239877352
-54.8104902091633,0.0017739181250344
-52.8717526213925,0.00177730116580384
-50.9330150336218,0.00178438208002379
-48.994277445851,0.0017977698376745
-47.0555398580803,0.0018218834866661
-45.1168022703096,0.00186239189492267
-43.1780646825388,0.00191265637658599
-41.2393270947681,0.00196495117744657
-39.3005895069973,0.00201155054329491
-37.3618519192266,0.00205126332083596
-35.4231143314558,0.00209328870040984
-33.4843767436851,0.00213239440236251
-31.5456391559144,0.00216263445938466
-29.6069015681436,0.00217882473817677
-27.6681639803729,0.00218401117684162
-25.7294263926021,0.00218153915148226
-23.7906888048314,0.00217387737835114
-21.8519512170606,0.00216024990054734
-19.9132136292899,0.00213015409388903
-17.9744760415192,0.0020950140624179
-16.0357384537484,0.00206936524068943
-14.0970008659777,0.00203004462948019
-12.1582632782069,0.00198426221755957
-10.2195256904362,0.00199170694302498
-8.28078810266544,0.00207956529913511
-6.34205051489469,0.00220617753728163
-4.40331292712396,0.00234070012010338
-2.46457533935322,0.00251641910855744
-0.525837751582472,0.00269077911219526
1.41289983618827,0.002853608963149
3.35163742395902,0.00303001899131854
5.29037501172976,0.00323333631227987
7.2291125995005,0.00343064571745257
9.16785018727124,0.00359287141306746
11.106587775042,0.00374687769553211
13.0453253628127,0.00387337149147235
14.9840629505835,0.00394648974809852
16.9228005383542,0.00396862664624725
18.861538126125,0.00395684096342347
20.8002757138957,0.00391622731280489
22.7390133016664,0.00385188030756924
24.6777508894372,0.00376889456089421
26.6164884772079,0.00367236468595752
28.5552260649787,0.00356738529593689
30.4939636527494,0.0034589220477624
32.4327012405201,0.00334923113878966
34.3714388282909,0.0032385401188536
36.3101764160616,0.0031270428401111
38.2489140038324,0.00301493315471903
40.1876515916031,0.00290240491483427
42.1263891793739,0.00278965197261368
44.0651267671446,0.00267686818021414
46.0038643549154,0.00256424738979252
47.9426019426861,0.00245198345350569
49.8813395304568,0.00234027022351054
51.8200771182276,0.00222930155196392
53.7588147059983,0.00211927129102272
55.6975522937691,0.0020103732928438
57.6362898815398,0.00190280140958404
59.5750274693106,0.00179674949340031
61.5137650570813,0.00169241139644948
63.452502644852,0.00158998097088843
65.3912402326228,0.00148965206887403
67.3299778203935,0.00139161854256315
69.2687154081643,0.00129607424411267
71.207452995935,0.00120321302567945
73.1461905837058,0.00111322873942038
75.0849281714765,0.00102631523749232
77.0236657592473,0.00094266637205214
78.962403347018,0.000862475995256721
80.9011409347887,0.000785937959262933
82.8398785225595,0.000713246116227649
84.7786161103302,0.000644594318307742
86.717353698101,0.000580176417660084
88.6560912858717,0.000520186266441548
